ENSEMBL ID,Gene names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000014907,Prmt7,12.21739468,2.275676091,0.488601613,4.657528812,3.2e-06,1.1e-05
ENSRNOG00000011815,Zup1,3014.014209,3.588046284,0.053627915,66.90631696,0.0,0.0
ENSRNOG00000015159,Tap2,7.833478489,7.797657602,1.283820462,6.073791338,1.25e-09,5.69e-09
ENSRNOG00000018690,Npffr1,131.9917608,2.300950785,0.154572032,14.88594508,4.07e-50,6.82e-49
ENSRNOG00000018915,Tube1,3.015192031,6.200401255,1.458368969,4.251599825,2.12e-05,6.69e-05
ENSRNOG00000016625,unkown,9.834924702,2.54300952,0.566596719,4.488217871,7.18e-06,2.38e-05
ENSRNOG00000060475,Tfip11,9.342271078,3.267850969,0.977309184,3.343722769,0.000826623,0.002133451
ENSRNOG00000021493,Abcf1,2.453429309,2.397264284,1.023107835,2.343119857,0.019123239,0.038235979
ENSRNOG00000053260,Auts2l1,20.40811587,2.162791307,0.414357171,5.219630457,1.79e-07,6.91e-07
ENSRNOG00000058422,Tmem248,22.55948678,2.277385494,0.408270709,5.578126091,2.43e-08,1.01e-07
ENSRNOG00000049028,Ndufv3,71.75202132,6.147691579,0.398312422,15.43434559,9.619999999999999e-54,1.72e-52
ENSRNOG00000016756,Dnmt3l,97.09684268,2.855915372,0.172349878,16.57045194,1.14e-61,2.31e-60
ENSRNOG00000017198,Ube2g2,54.16937607,9.79478855,1.192229456,8.215523031,2.11e-16,1.41e-15
ENSRNOG00000013395,Gna12,11.8672243,3.190855881,0.63606939,5.016521671,5.26e-07,1.94e-06
ENSRNOG00000016362,Cux2,5.249897677,2.705567469,0.962470386,2.811065679,0.004937771,0.011157928
ENSRNOG00000032004,Mdh2,1.773961993,3.175658538,1.37060872,2.316969455,0.020505396,0.040726771
ENSRNOG00000028891,Fzd9,37.50631433,2.198114343,0.262150741,8.384925156,5.08e-17,3.48e-16
ENSRNOG00000012344,Txnrd2,1.793668988,3.374456494,1.457238056,2.315652188,0.020577267,0.04083834
ENSRNOG00000012719,Gnb1l,8.751080293,2.236907217,0.531132545,4.211580027,2.54e-05,7.92e-05
ENSRNOG00000029078,Rnf2,668.6971784,3.068228057,0.103504595,29.64339959,4.13e-193,3.0499999999999995e-191
ENSRNOG00000015829,Trim7,25.46660785,2.447032406,0.41395932,5.911287135,3.39e-09,1.5e-08
ENSRNOG00000014030,Rhoh,813.8761217,4.499119227,0.106637209,42.19089454,0.0,0.0
ENSRNOG00000058956,Kifap3,30.44196433,2.207741806,0.306709188,7.198159995,6.1e-13,3.38e-12
ENSRNOG00000022822,Rchy1,215.7967712,6.405923338,0.242230154,26.44560654,4.1e-154,2.2999999999999997e-152
ENSRNOG00000051253,Tekt5,89.31604032,2.502253029,0.201973282,12.38902989,3e-35,3.61e-34
ENSRNOG00000011160,Ero1b,64.6214582,5.399132136,0.355347738,15.19393979,3.88e-52,6.75e-51
ENSRNOG00000011659,Mettl16,26.11304619,4.483712779,0.434224399,10.3257965,5.39e-25,4.94e-24
ENSRNOG00000018940,Dlg3,10.54270593,4.298833202,0.666703357,6.447894935,1.13e-10,5.47e-10
ENSRNOG00000013017,Rbfox1,317.8230917,2.365554917,0.091437208,25.87081303,1.42e-147,7.49e-146
ENSRNOG00000033733,Fam183a,7.323548069,2.683267457,0.743983121,3.606624105,0.000310207,0.000852062
ENSRNOG00000012584,Ren,65.46141801,2.03143176,0.189267044,10.73315098,7.11e-27,6.83e-26
ENSRNOG00000015310,Shroom4,644.3769131,4.975442739,0.102380326,48.59764524,0.0,0.0
ENSRNOG00000057308,Ndp,6.098581014,7.602421253,1.339920317,5.673786087,1.4e-08,5.89e-08
ENSRNOG00000030404,Srr,420.1945932,2.87197078,0.162122813,17.71478501,3.22e-70,7.43e-69
ENSRNOG00000020425,Rpa1,1508.168293,2.00388537,0.059460083,33.70135483,5.519999999999999e-249,5.47e-247
ENSRNOG00000018503,Fcrlb,92.28363924,2.479655819,0.190050424,13.04735749,6.58e-39,8.73e-38
ENSRNOG00000027030,unkown,647.9453266,4.868655241,0.117425884,41.46151663,0.0,0.0
ENSRNOG00000018262,Grin2c,11.03427819,2.956733776,0.544912112,5.426074614,5.76e-08,2.32e-07
ENSRNOG00000015783,Lrrc59,1.347418346,4.165045295,1.860858071,2.238239101,0.025205467,0.049040252
ENSRNOG00000016448,Hcfc1r1,2279.751838,2.427081736,0.054231677,44.75394955,0.0,0.0
ENSRNOG00000019342,Prox1,256.303493,7.515526542,0.314088663,23.92804144,1.56e-126,6.930000000000001e-125
ENSRNOG00000053015,Acot9,45.14181551,2.47083097,0.247119877,9.998511663,1.55e-23,1.35e-22
ENSRNOG00000022737,C1qtnf2,3.760118376,4.031524273,1.107956624,3.638702261,0.000274015,0.000758604
ENSRNOG00000016102,Tnpo2,1.455271084,3.472729063,1.508909537,2.301482613,0.021364367,0.042271457
ENSRNOG00000020434,AABR07062753.1,7.899197779,2.153369536,0.575211057,3.743616383,0.000181391,0.000513813
ENSRNOG00000059500,Crim1,320.6849812,6.886020242,0.232454468,29.62309265,7.54e-193,5.5599999999999996e-191
ENSRNOG00000013426,Egfl6,147.3745759,2.132170855,0.161874653,13.17174011,1.28e-39,1.72e-38
ENSRNOG00000015156,unkown,1.500341524,4.87127527,1.627326786,2.993421672,0.002758683,0.006515157
ENSRNOG00000016791,Cltc,231.1887919,2.021843657,0.122252454,16.5382664,1.9499999999999998e-61,3.8999999999999996e-60
ENSRNOG00000019372,Babam2,435.518792,3.146335748,0.092838805,33.89030854,9.25e-252,9.209999999999999e-250
ENSRNOG00000050201,Pigr,747.718696,2.183497889,0.077059862,28.33508677,1.28e-176,8.49e-175
ENSRNOG00000020025,Fam117a,679.3460624,2.196286384,0.087346963,25.1443932,1.63e-139,8.14e-138
ENSRNOG00000021098,Ofd1,45.82242362,3.94189609,0.29702088,13.27144437,3.39e-40,4.64e-39
ENSRNOG00000020305,Meis2,36.64920339,10.18731384,1.203800329,8.462627556,2.61e-17,1.81e-16
ENSRNOG00000023151,Ano3,49.67236906,6.170443498,0.50032875,12.33277819,6.03e-35,7.21e-34
ENSRNOG00000020349,Ralgps2,125.08005,2.506514007,0.17970002,13.94832349,3.22e-44,4.78e-43
ENSRNOG00000020998,Sar1b,2.566163566,4.572989831,1.450585643,3.152512816,0.001618717,0.003987347
ENSRNOG00000048953,Pkd1l1,3.605252587,4.216802239,1.20314848,3.50480619,0.00045694,0.001225527
ENSRNOG00000018282,Rnf215,5111.485389,3.889209594,0.112808265,34.47628232,1.82e-260,1.9299999999999999e-258
ENSRNOG00000027770,Erbb3,71.60079024,4.333981351,0.258658384,16.75561908,5.15e-63,1.07e-61
ENSRNOG00000046395,Snrpb2,3.235033795,2.315196766,0.958782051,2.414726853,0.015747014,0.032037634
ENSRNOG00000025476,Ndufaf1,98.21377366,3.406963026,0.184244797,18.49150192,2.42e-76,6.17e-75
ENSRNOG00000016075,Acvr1,1.840604462,4.940312581,1.858423503,2.658335182,0.007852775,0.017044921
ENSRNOG00000060867,Arl6ip6,4.067677709,6.604646121,1.391335559,4.746982909,2.06e-06,7.2e-06
ENSRNOG00000033195,Slc66a3,2.109270404,3.889707858,1.347545196,2.886513841,0.003895356,0.008952339
ENSRNOG00000050224,Tp53i3,1280.066522,2.638719351,0.072711744,36.29013951,2.31e-288,2.77e-286
ENSRNOG00000021924,Syne2,13.26714759,6.252098389,0.933755025,6.695651668,2.15e-11,1.09e-10
ENSRNOG00000015051,Ppp2ca,3.223354315,3.779504461,1.0587383,3.569819343,0.000357227,0.00097213
ENSRNOG00000013279,Rbm28,12.69939622,4.997003833,0.759786474,6.576852845,4.81e-11,2.38e-10
ENSRNOG00000015724,Mmp16,1.82996369,4.06648114,1.46448909,2.77672341,0.005490988,0.012289098
ENSRNOG00000046333,Il27ra,454.0843044,7.289690468,0.216552249,33.66250181,2.05e-248,2.01e-246
ENSRNOG00000012183,Ttc21b,6080.453761,8.262307554,0.090496417,91.29983056,0.0,0.0
ENSRNOG00000058510,Pawr,1.364739029,5.39831018,2.414156357,2.236106276,0.02534481,0.049269251
ENSRNOG00000016306,RGD1563941,4.402882399,3.533334489,0.883372486,3.999824019,6.34e-05,0.000189151
ENSRNOG00000055450,Gpr176,27.85582714,4.093993929,0.40719743,10.05407606,8.809999999999999e-24,7.76e-23
ENSRNOG00000025377,Sox30,3.196476851,3.880366583,1.445744403,2.683992119,0.007274882,0.015881429
ENSRNOG00000016541,Igf2bp1,2865.447933,2.94592822,0.054885518,53.67405379,0.0,0.0
ENSRNOG00000045693,Ccr9,2.537122362,6.28804115,1.58528811,3.966497389,7.29e-05,0.000216081
ENSRNOG00000032097,unkown,1.579482603,4.192147085,1.652783837,2.536415828,0.011199366,0.023570052
ENSRNOG00000013555,Pygl,13.61044582,5.141062002,0.68287495,7.528555559,5.13e-14,3.03e-13
ENSRNOG00000053086,Septin7,298.827725,6.872857793,0.238745498,28.78738181,3.09e-182,2.16e-180
ENSRNOG00000039473,Mrc2,26.86585697,7.880258799,1.054150353,7.475460002,7.69e-14,4.51e-13
ENSRNOG00000001271,Ccdc96,7.05955479,2.901278303,0.682519765,4.25083412,2.13e-05,6.71e-05
ENSRNOG00000013886,Grpel1,3.705651964,3.112086397,1.020641468,3.049147517,0.002294918,0.005496876
ENSRNOG00000011696,Unk,361.8897554,3.30165719,0.187233926,17.63386186,1.35e-69,3.1e-68
ENSRNOG00000058275,Otud6b,2.346644254,4.872147734,1.478899144,3.294442189,0.000986172,0.002515292
ENSRNOG00000013140,Mkks,2.992649843,3.823902269,1.392812204,2.745454311,0.006042718,0.013397119
ENSRNOG00000010535,Spo11,189.0156165,2.082105552,0.125885569,16.53966833,1.9e-61,3.81e-60
ENSRNOG00000012109,Brd4,21.93348305,3.348437946,0.397511748,8.423494307,3.65e-17,2.51e-16
ENSRNOG00000021323,Pgr,338.0335085,5.310221431,0.154896879,34.2823011,1.4400000000000001e-257,1.47e-255
ENSRNOG00000010805,Slc25a14,28.97621168,9.816629809,1.202321703,8.164728111,3.22e-16,2.13e-15
ENSRNOG00000011913,Gria4,375.249862,2.079754445,0.088867254,23.40293366,3.99e-121,1.65e-119
ENSRNOG00000061857,Leap2,865.4102421,2.464498206,0.13831563,17.8179299,5.13e-71,1.2e-69
ENSRNOG00000032941,Flnc,1047.20485,3.466346931,0.06861941,50.51554537,0.0,0.0
ENSRNOG00000009955,unkown,25.72654296,2.142720715,0.377596581,5.674629548,1.39e-08,5.86e-08
ENSRNOG00000012280,Slx4ip,193.6384233,5.401502599,0.196382909,27.50495252,1.5300000000000002e-166,9.49e-165
ENSRNOG00000061272,Padi2,200.7070523,2.278796666,0.116177869,19.61472252,1.1600000000000001e-85,3.34e-84
ENSRNOG00000012060,Zfp830,157.4491379,3.015856746,0.153470243,19.6510847,5.6600000000000004e-86,1.64e-84
ENSRNOG00000025074,Hoxb8,1.272208591,4.126004774,1.77152307,2.329071996,0.019855252,0.039573601
ENSRNOG00000031398,Brd3,874.7839119,2.263251693,0.061478381,36.81378168,1.11e-296,1.4100000000000001e-294
ENSRNOG00000020811,Bcap29,135.6941385,3.024908015,0.174874754,17.29756835,4.9099999999999996e-67,1.09e-65
ENSRNOG00000014684,Hnrnpm,9.216683766,2.318721257,0.533409645,4.346980373,1.38e-05,4.44e-05
ENSRNOG00000033352,Naprt,19.39737136,5.970431942,0.764647,7.808089148,5.81e-15,3.61e-14
ENSRNOG00000011557,Fscn3,8.638700967,8.088082055,1.274812719,6.344525696,2.23e-10,1.06e-09
ENSRNOG00000028865,Plxnc1,48.82265051,4.746276478,0.346522055,13.6968958,1.0599999999999999e-42,1.53e-41
ENSRNOG00000047158,Abcb1a,165.9140498,2.246235474,0.146981306,15.28245693,1e-52,1.77e-51
ENSRNOG00000053812,Slamf9,165.9140498,2.246235474,0.146981306,15.28245693,1e-52,1.77e-51
ENSRNOG00000017484,Znfx1,1915.81174,4.751585459,0.077051387,61.66774708,0.0,0.0
ENSRNOG00000015222,Emilin1,219.7211243,5.236927587,0.177625175,29.48302558,4.75e-191,3.48e-189
ENSRNOG00000018131,Dact1,68.74968238,2.490749786,0.207154597,12.02362786,2.67e-33,3.06e-32
ENSRNOG00000016351,Ttc12,1072.534638,2.885716468,0.061754105,46.72914408,0.0,0.0
ENSRNOG00000051962,Ubr3,1.496204247,4.668568134,1.73382723,2.692637451,0.007088931,0.015508952
ENSRNOG00000011800,Tex10,1381.362721,2.681457607,0.05895091,45.48628005,0.0,0.0
ENSRNOG00000014815,Nkx2-1,4.53338785,2.254029803,0.833652684,2.703799613,0.006855162,0.015049951
ENSRNOG00000014867,unkown,70.77250857,3.693277425,0.227187532,16.25651458,2.01e-59,3.88e-58
ENSRNOG00000053400,Unc79,6.088324747,5.392722765,1.164662285,4.630288825,3.65e-06,1.24e-05
ENSRNOG00000010047,Nfe2l1,76.23212171,5.306915299,0.323084332,16.42578972,1.25e-60,2.47e-59
ENSRNOG00000010575,Gkn1,13.87839964,2.051618626,0.472859014,4.338753337,1.43e-05,4.6e-05
ENSRNOG00000029191,Slc18a2,3.790961773,3.414223079,1.205686664,2.831766478,0.004629164,0.010521931
ENSRNOG00000022218,Rbm48,28.35957677,2.435892461,0.309785308,7.863163281,3.75e-15,2.36e-14
ENSRNOG00000010517,Rnaseh2b,1544.632734,2.753047098,0.141765177,19.41976979,5.25e-84,1.48e-82
ENSRNOG00000040108,Ifi27,241.0210564,6.614096535,0.82826687,7.985465525,1.4e-15,9.01e-15
ENSRNOG00000007202,Commd1,1184.788707,3.532513483,0.117332492,30.10686492,3.94e-199,3.01e-197
ENSRNOG00000006076,Fam214b,3029.211067,2.736283786,0.044752191,61.14301268,0.0,0.0
ENSRNOG00000009096,Pik3cg,2.368965089,2.998018803,1.150441867,2.605971574,0.009161406,0.019648008
ENSRNOG00000009565,Ripk2,93.57260241,5.146938125,0.286327925,17.97567638,3.02e-72,7.24e-71
ENSRNOG00000057713,Trmo,2234.732351,2.072943651,0.04786156,43.31124316,0.0,0.0
ENSRNOG00000052745,Depdc1,576.8028967,2.417193463,0.156294419,15.4656416,5.92e-54,1.0699999999999998e-52
ENSRNOG00000021840,RGD2320734,582.6625077,2.834167407,0.082526278,34.34260531,1.8199999999999998e-258,1.88e-256
ENSRNOG00000021468,Prr15,1.670062419,5.24048704,1.66960911,3.138750865,0.001696696,0.004164223
ENSRNOG00000011108,Rnf19a,2.49649825,3.84451915,1.447830887,2.655364784,0.007922269,0.017183473
ENSRNOG00000026965,AC118772.1,82.28902792,3.443807102,0.228683704,15.05925888,3e-51,5.15e-50
ENSRNOG00000011184,Ptpmt1,14.91667932,6.939497059,1.075247488,6.453860283,1.09e-10,5.26e-10
ENSRNOG00000011750,Tstd2,65.91768425,8.57675851,0.849639125,10.09458987,5.8399999999999996e-24,5.179999999999999e-23
ENSRNOG00000046972,Cyp7b1,22.5680977,2.200597431,0.364823314,6.031953951,1.62e-09,7.31e-09
ENSRNOG00000011946,Akr1b10,97.60324541,2.871092856,0.202940826,14.14743852,1.94e-45,2.98e-44
ENSRNOG00000007918,Dync1i2,3.443500843,4.380676811,1.196499049,3.661245543,0.000250992,0.000697835
ENSRNOG00000017525,Prrt3,43.89625478,2.410716423,0.257087205,9.377037724,6.790000000000001e-21,5.38e-20
ENSRNOG00000026941,Magix,172.9953946,6.046534743,0.25180319,24.01293937,2.04e-127,9.14e-126
ENSRNOG00000010205,S100a11,90.49105916,3.967392607,0.232917025,17.03350202,4.63e-65,9.950000000000001e-64
ENSRNOG00000011648,Trim2,31232.72447,4.832996503,0.030305522,159.4757735,0.0,0.0
ENSRNOG00000011808,Mtrex,12.81227239,4.841028655,0.698388543,6.931712585,4.16e-12,2.2e-11
ENSRNOG00000012098,Riox1,193.2961927,5.935582551,0.320514646,18.51891211,1.45e-76,3.7100000000000003e-75
ENSRNOG00000007808,Ice2,3.92991794,2.260705818,0.916990586,2.465353356,0.013687819,0.028284225
ENSRNOG00000007947,Myo10,58.02042666,2.476858135,0.223850257,11.06479914,1.86e-28,1.8800000000000002e-27
ENSRNOG00000007178,Dennd10,9.630048747,2.222842926,0.522667621,4.252880489,2.11e-05,6.65e-05
ENSRNOG00000061373,Ctsb,3162.567627,2.380344271,0.042584671,55.89673996,0.0,0.0
ENSRNOG00000017959,Kdm5a,238.7249456,2.529788656,0.110024532,22.99295079,5.48e-117,2.18e-115
ENSRNOG00000017808,Slc25a27,436.9247914,6.154251185,0.164852154,37.33194284,4.98e-305,6.48e-303
ENSRNOG00000023257,Nod1,600.1979179,3.000375313,0.093641674,32.04102595,2.93e-225,2.6e-223
ENSRNOG00000006509,Fdxacb1,861.6247806,2.004451443,0.181822742,11.02420642,2.92e-28,2.93e-27
ENSRNOG00000009204,Mak16,570.1589358,4.096019073,0.093190448,43.95320739,0.0,0.0
ENSRNOG00000007420,Npvf,4.536291169,2.824249393,0.953237431,2.962797412,0.003048571,0.007147874
ENSRNOG00000007955,Kcnk15,6.599653005,6.501109729,1.357174562,4.790179475,1.67e-06,5.86e-06
ENSRNOG00000012439,Klhl25,736.1722344,2.823409776,0.082185618,34.35406148,1.22e-258,1.27e-256
ENSRNOG00000015505,Ipo5,4309.548805,2.089214825,0.062187515,33.59540595,1.9600000000000002e-247,1.9200000000000002e-245
ENSRNOG00000015411,Dpm1,9.902628971,5.81588103,0.980106379,5.933928349,2.96e-09,1.31e-08
ENSRNOG00000011718,Sec11a,109.7647203,2.118438561,0.184900509,11.45718078,2.1599999999999998e-30,2.3000000000000002e-29
ENSRNOG00000011971,Tekt2,1413.693676,2.410750409,0.062580229,38.52255645,0.0,0.0
ENSRNOG00000052563,unkown,6.196660081,2.109561915,0.830673753,2.539579356,0.011098586,0.023374159
ENSRNOG00000037076,Krt25,37.14260297,3.058032158,0.311825805,9.80686047,1.05e-22,8.91e-22
ENSRNOG00000027592,Kif3c,3.878506527,3.05184573,0.859488916,3.550767991,0.000384109,0.00103984
ENSRNOG00000006231,LOC100910977,13.44909769,5.121557047,0.70138696,7.302042005,2.83e-13,1.6e-12
ENSRNOG00000007743,Usp50,21.10328376,3.067482222,0.392096083,7.823292189,5.15e-15,3.21e-14
ENSRNOG00000032967,Nars2,18.80364938,8.114263208,1.242392759,6.531157839,6.53e-11,3.2e-10
ENSRNOG00000006079,Csad,29.17334673,4.17862204,0.393937206,10.60733024,2.76e-26,2.61e-25
ENSRNOG00000056471,S100a5,71.14279804,7.92976911,0.666164492,11.90362021,1.1300000000000001e-32,1.28e-31
ENSRNOG00000027742,Map2,181.9586586,5.664386992,0.234570073,24.14795258,7.85e-129,3.57e-127
ENSRNOG00000006591,Asic5,2.268496075,6.185766234,2.204481637,2.805995808,0.005016134,0.011316752
ENSRNOG00000059375,Krt12,5.145663054,7.367551544,1.404608226,5.245271536,1.56e-07,6.05e-07
ENSRNOG00000008837,RGD1562914,13.4304739,2.012551052,0.40579564,4.959518671,7.07e-07,2.58e-06
ENSRNOG00000014102,Fgf10,2.620130787,3.691022754,1.511181641,2.442474587,0.014586957,0.029934986
ENSRNOG00000029342,Pxylp1,25.02903516,2.443953342,0.364296909,6.708685357,1.96e-11,9.98e-11
ENSRNOG00000001516,Leprotl1,480.6019155,2.169174448,0.119630062,18.13235248,1.77e-73,4.36e-72
ENSRNOG00000007457,Tmem164,144.5287323,4.358083381,0.210011973,20.75159488,1.1899999999999999e-95,3.79e-94
ENSRNOG00000061768,Cables1,9.25388412,6.137179106,1.115214664,5.503137023,3.73e-08,1.52e-07
ENSRNOG00000013172,Dnajc5b,160.4102563,2.840674216,0.136836427,20.75963456,1e-95,3.2099999999999996e-94
ENSRNOG00000007989,Rprd1b,54.53321832,2.244194634,0.253082621,8.867438726,7.48e-19,5.54e-18
ENSRNOG00000007484,Rpa2,2.38697817,6.199767899,1.693899689,3.660056107,0.00025216,0.000700868
ENSRNOG00000005284,Ccdc150,11.89962427,2.378972935,0.440818696,5.396715144,6.79e-08,2.71e-07
ENSRNOG00000011649,Rgs7bp,9.353740399,3.95013167,0.788143246,5.011946357,5.39e-07,1.99e-06
ENSRNOG00000028668,unkown,478.3941597,5.91181938,0.152136271,38.85871087,0.0,0.0
ENSRNOG00000052651,Txndc5,5.472437003,5.261258575,1.143250283,4.60201817,4.18e-06,1.42e-05
ENSRNOG00000000172,Cap1,1645.577881,2.815681337,0.057025336,49.37597106,0.0,0.0
ENSRNOG00000013862,Appl1,27.19972878,3.391424352,0.389616261,8.704524653,3.19e-18,2.3e-17
ENSRNOG00000021242,Dnai1,1436.709908,2.659858754,0.080144333,33.18835723,1.5799999999999998e-241,1.5099999999999998e-239
ENSRNOG00000021261,Folh1,247.432058,6.727637074,0.264243923,25.45995007,5.48e-143,2.79e-141
ENSRNOG00000054047,Kcnq5,59.1504008,2.227951413,0.220083683,10.12320123,4.36e-24,3.87e-23
ENSRNOG00000005195,Rabl2,5491.490314,2.402195991,0.075759163,31.70832271,1.19e-220,1.03e-218
ENSRNOG00000009528,Sbno2,56.22363123,4.293556548,0.285402596,15.04385949,3.79e-51,6.47e-50
ENSRNOG00000005008,St7l,85.56259955,4.942874643,0.285776259,17.29630955,5.02e-67,1.11e-65
ENSRNOG00000007946,Ptges2,2469.93617,2.308705541,0.057501676,40.15023032,0.0,0.0
ENSRNOG00000050123,Prickle4,6.849034332,2.751377085,0.600810832,4.579439882,4.66e-06,1.57e-05
ENSRNOG00000058417,Rab32,3.070531381,4.745769736,1.458214444,3.254507426,0.001135892,0.002869431
ENSRNOG00000050625,unkown,4.839240062,2.119538605,0.70212344,3.018754944,0.002538157,0.006032679
ENSRNOG00000012956,Elof1,1762.365921,5.972931482,0.094203566,63.40451594,0.0,0.0
ENSRNOG00000014532,Fn1,216.6777779,3.041168766,0.116779857,26.04189487,1.66e-149,9.060000000000001e-148
ENSRNOG00000058375,Fbxo42,4.897220848,2.091257412,0.689782074,3.03176538,0.002431281,0.005796054
ENSRNOG00000061347,Frs3,5.566497964,2.342603552,0.85173067,2.75040413,0.005952181,0.013212477
ENSRNOG00000019203,Pgc,20.77798165,3.254621594,0.519443585,6.265592042,3.71e-10,1.74e-09
ENSRNOG00000006052,Triml1,3848.437327,4.023165687,0.066073326,60.88940744,0.0,0.0
ENSRNOG00000048433,Entpd1,203.9487962,3.111375204,0.182413671,17.05669969,3.12e-65,6.700000000000001e-64
ENSRNOG00000053691,Fzd5,2057.431239,3.294539344,0.119820557,27.49561027,1.98e-166,1.2200000000000001e-164
ENSRNOG00000048703,Ptar1,51.30129459,2.508191885,0.250076254,10.02970831,1.13e-23,9.879999999999999e-23
ENSRNOG00000008807,Ppp1r3e,3.493900921,2.004116523,0.887906382,2.257125935,0.024000207,0.046920855
ENSRNOG00000008871,Twnk,14.88330524,6.005687835,0.811489341,7.40082159,1.35e-13,7.82e-13
ENSRNOG00000008943,Lrrc71,41032.20651,5.154087673,0.071608251,71.97617083,0.0,0.0
ENSRNOG00000036484,Sfrp5,38.08151229,6.059321523,0.551541165,10.98616369,4.45e-28,4.45e-27
ENSRNOG00000009797,Tpi1,5.966395406,2.878050108,0.752047044,3.826954883,0.000129738,0.000374135
ENSRNOG00000017073,Cpne7,474.9929612,2.287602523,0.093937726,24.35233028,5.48e-131,2.5400000000000002e-129
ENSRNOG00000039336,Spem1,482.7662264,3.030319161,0.097484863,31.08502247,3.84e-212,3.13e-210
ENSRNOG00000016299,Nsd3,2303.900907,2.144340538,0.048384787,44.31848671,0.0,0.0
ENSRNOG00000033110,Epcam,3528.169192,3.728508155,0.183186769,20.35358874,4.31e-92,1.33e-90
ENSRNOG00000058548,Stx7,2.721449582,3.716088659,1.342158034,2.768741508,0.005627326,0.01255873
ENSRNOG00000007886,Ubr2,21.01030571,9.397380806,1.214905987,7.735068315,1.03e-14,6.35e-14
ENSRNOG00000033527,Snrpd2,598.9207785,2.450580374,0.187851151,13.04533064,6.76e-39,8.95e-38
ENSRNOG00000006761,Slc12a2,8.248166662,2.973619052,0.595840083,4.990632785,6.02e-07,2.21e-06
ENSRNOG00000007637,Ccdc106,12.48866902,4.692874612,0.642975546,7.298682886,2.91e-13,1.64e-12
ENSRNOG00000008116,unkown,237.2528588,3.367316833,0.146822787,22.93456554,2.1000000000000002e-116,8.249999999999999e-115
ENSRNOG00000007799,Vnn1,144.8866156,2.233775222,0.154230442,14.48336131,1.5400000000000002e-47,2.48e-46
ENSRNOG00000007837,Rpl12,129.5700237,2.244453884,0.150045933,14.95844529,1.37e-50,2.32e-49
ENSRNOG00000013064,Cep85,1230.483231,2.289548394,0.074423755,30.76367731,8.03e-208,6.33e-206
ENSRNOG00000010885,Zfp516,5.438999352,7.421865946,1.339130417,5.542302567,2.99e-08,1.23e-07
ENSRNOG00000033209,Ninj1,4.419551186,2.136686073,0.766603922,2.787209941,0.005316402,0.011932093
ENSRNOG00000030155,AABR07006081.1,22.94033471,2.115349055,0.32488843,6.51100151,7.47e-11,3.65e-10
ENSRNOG00000047686,Actl7b,3.657603,3.059174599,1.019262735,3.001360195,0.002687764,0.006360867
ENSRNOG00000026910,Necab3,8.132757329,3.219457228,0.724520168,4.443571579,8.85e-06,2.91e-05
ENSRNOG00000059897,LOC100912261,7.487091549,3.443647987,0.757324753,4.547121925,5.44e-06,1.82e-05
ENSRNOG00000047495,Nrap,2.40361755,3.341684262,1.239149146,2.696757103,0.007001832,0.015334981
ENSRNOG00000007057,unkown,11.75956704,2.662264607,0.468863765,5.678119753,1.36e-08,5.75e-08
ENSRNOG00000056153,Mapk1ip1,965.6281874,5.282054808,0.102767515,51.39809777,0.0,0.0
ENSRNOG00000055936,Nadk,72.08387702,3.137541151,0.210352068,14.91566582,2.61e-50,4.4e-49
ENSRNOG00000016543,Pstpip2,10.08025141,2.114623903,0.558667689,3.785119393,0.000153635,0.000439636
ENSRNOG00000029079,Adad1,14549.4583,4.010286552,0.040764511,98.3769069,0.0,0.0
ENSRNOG00000028064,Tmem50a,21.06513289,2.672459578,0.374111605,7.143482173,9.1e-13,5e-12
ENSRNOG00000015736,Prss23,722.3013314,3.822004946,0.090138997,42.40123645,0.0,0.0
ENSRNOG00000008911,RGD1306746,120.2567958,2.839352361,0.213650238,13.28972241,2.66e-40,3.65e-39
ENSRNOG00000009589,Apobr,27.03959032,4.344077586,0.446685169,9.725143993,2.36e-22,1.98e-21
ENSRNOG00000017212,Tmem87b,1789.130078,2.531261026,0.049997632,50.62761837,0.0,0.0
ENSRNOG00000058186,Bloc1s3,16553.04349,3.247579527,0.043978639,73.84447562,0.0,0.0
ENSRNOG00000056358,Mmp9,1.278787719,4.882663782,1.710231529,2.854972382,0.004304057,0.009829594
ENSRNOG00000018338,Nedd4l,589.877958,2.600102703,0.081907947,31.74420568,3.8199999999999997e-221,3.33e-219
ENSRNOG00000036869,Vps35,6.754463606,2.276469598,0.759608734,2.996897608,0.002727423,0.00644802
ENSRNOG00000009646,LOC361985,23.6240018,2.200905685,0.320286378,6.871680582,6.34e-12,3.31e-11
ENSRNOG00000004275,Sncb,5.445604812,2.494299991,0.741755107,3.362700125,0.000771842,0.002003993
ENSRNOG00000003587,Rad1,1604.111546,2.733779951,0.073464865,37.21207347,4.35e-303,5.62e-301
ENSRNOG00000004120,Gpat4,2.680299262,6.042418424,1.4101539,4.284935441,1.83e-05,5.8e-05
ENSRNOG00000004124,Lactb,2.774707671,4.428029283,1.2973374,3.413167062,0.000642126,0.001686923
ENSRNOG00000005157,Gdi2,13251.47671,2.256789392,0.046060965,48.99570413,0.0,0.0
ENSRNOG00000003742,Ndufv1,79.67014945,2.083230493,0.177824743,11.71507665,1.07e-31,1.1799999999999999e-30
ENSRNOG00000027331,Dhx32,26.70169206,2.874120935,0.33141801,8.672192967,4.24e-18,3.04e-17
